fid,latitude,longitude,year
26465.0,16.45736074,73.93571679,2025
26456.0,16.45824763,73.93626471,2025
25951.0,16.45827482,73.93474205,2024
25954.0,16.45838601,73.93490701,2024
26467.0,16.45841816,73.93616941,2025
25953.0,16.45854187,73.93509124,2024
26466.0,16.45870121,73.93616798,2025
26276.0,16.45947918,73.93906728,2024
25857.0,16.4596272,73.93940725,2024
25956.0,16.45970717,73.93881935,2024
25877.0,16.45978415,73.93883619,2024
26464.0,16.4598502,73.9828192,2025
26506.0,16.460236,73.9831865,2025
25858.0,16.46295528,73.93938747,2024
49054.0,16.46305239,73.6605075,2025
25952.0,16.46306948,73.93833697,2024
49070.0,16.46318967,73.66064946,2025
49084.0,16.46319871,73.66058698,2025
49071.0,16.46334474,73.66057619,2025
49072.0,16.46339221,73.6605815,2025
49069.0,16.46339619,73.66062545,2025
48999.0,16.46344136,73.66047871,2025
49068.0,16.46346014,73.66060544,2025
49085.0,16.46356024,73.66051503,2025
25955.0,16.46362638,73.93845675,2024
49062.0,16.46394281,73.66073425,2025
48990.0,16.46397107,73.66074907,2025
49066.0,16.46397115,73.66081016,2025
49065.0,16.46405943,73.660816,2025
48991.0,16.46407368,73.66076205,2025
49080.0,16.4643833,73.66055164,2025
49082.0,16.46439232,73.66041815,2025
49061.0,16.46439957,73.66049361,2025
49064.0,16.46448103,73.66095411,2025
49083.0,16.46450535,73.6599808,2025
49081.0,16.46450549,73.66000336,2025
49078.0,16.46451533,73.65998809,2025
49079.0,16.46452093,73.65998487,2025
49063.0,16.46462065,73.66100167,2025
49067.0,16.4646396,73.66102126,2025
25957.0,16.46473782,73.94322094,2024
25861.0,16.46567508,73.94478181,2024
26198.0,16.46577541,73.94466514,2024
26169.0,16.4658529,73.9831173,2024
26170.0,16.4658538,73.9831161,2024
25798.0,16.4658588,73.9831343,2024
26272.0,16.4665908,73.9814685,2024
26148.0,16.4666178,73.9741447,2024
26100.0,16.4666518,73.9742054,2024
26101.0,16.4666525,73.9742076,2024
26104.0,16.466661,73.9811688,2024
26168.0,16.4667561,73.9815211,2024
26208.0,16.4669268,73.9780354,2024
26171.0,16.4669417,73.9817696,2024
26103.0,16.4669462,73.9780375,2024
26181.5,16.4671524,73.9812936,2024
25795.0,16.4673073,73.9814058,2024
26468.0,16.46779059,73.94824957,2025
25860.0,16.46872148,73.95112708,2024
26074.0,16.4699765,74.0808647,2024
26077.0,16.4699765,74.0808647,2024
26013.0,16.47118526,73.95019853,2024
48912.0,16.4712172,73.6026582,2024
26266.0,16.47128324,73.94996887,2024
25751.0,16.47194286,73.95137426,2024
26073.5,16.4745932,74.0804976,2024
26363.0,16.4759685,74.2110186,2025
26444.0,16.4759904,74.0051419,2025
26365.0,16.4760741,74.2109924,2025
26366.0,16.476116,74.2109661,2025
26364.0,16.4762303,74.2108866,2025
26370.0,16.4765255,74.2105529,2025
26371.0,16.4766195,74.2104531,2025
26380.0,16.4766768,74.2103908,2025
26372.0,16.4767138,74.2104004,2025
26461.0,16.4771912,73.9970482,2025
26313.0,16.4827233,74.0565183,2024
49099.0,16.4827495,73.3894818,2025
26118.0,16.4842452,74.0621408,2024
49034.0,16.4853202,73.7483373,2025
26274.0,16.4893399,74.0955488,2024
26197.0,16.4918377,74.0252898,2024
26175.5,16.4918893,74.0252712,2024
26310.0,16.492007,74.0562663,2024
25875.0,16.4932489,74.0244804,2024
26176.0,16.494163,74.0238047,2024
26273.0,16.4951766,74.0052236,2024
26315.0,16.4952565,74.0645965,2024
26321.0,16.4952713,74.0646556,2024
26316.0,16.4952745,74.0648284,2024
26318.0,16.4952979,74.0644742,2024
26318.0,16.4953554,74.0643593,2024
26388.0,16.4975647,74.0129359,2025
25762.0,16.4984501,74.0793962,2024
26175.0,16.4991846,74.0249856,2024
48794.0,16.499329,73.68013269,2024
48792.0,16.50009713,73.6927061,2024
26298.0,16.50394178,73.93264792,2024
25863.0,16.50429164,73.93326223,2024
25862.0,16.50458103,73.93343632,2024
26117.0,16.5060005,74.0478213,2024
25750.0,16.5069359,74.09206395,2024
26173.0,16.50813315,74.09171075,2024
26119.0,16.50814773,74.09162837,2024
26121.0,16.50814798,74.09163711,2024
25876.0,16.50887925,74.03412985,2024
25864.0,16.50923637,74.08225075,2024
25959.0,16.5097664,74.0820251,2024
26120.0,16.51260157,74.08755403,2024
26113.0,16.51345787,74.08649773,2024
26297.0,16.51345863,74.08651416,2024
25803.0,16.51346167,74.08651448,2024
26122.0,16.51348638,74.08649974,2024
48911.0,16.51426307,73.64550525,2024
48921.5,16.51428874,73.64541269,2024
48939.0,16.51440285,73.64533577,2024
48937.0,16.51473907,73.64511489,2024
48840.0,16.51668378,73.49509874,2024
48836.0,16.51687189,73.49493995,2024
25960.0,16.52002511,74.09991058,2024
25958.0,16.52099639,74.09935332,2024
26265.0,16.5222618,74.09693024,2024
25874.0,16.5243068,74.0662505,2024
26097.0,16.5296133,74.0617718,2024
48880.5,16.5297583,73.7120583,2024
26386.5,16.5302191,74.0790693,2025
25961.0,16.53201848,74.09985736,2024
26482.0,16.53269387,73.98979129,2025
26480.0,16.53271714,73.98980001,2025
26419.0,16.5338091,74.0740687,2025
26114.0,16.53387305,73.99897073,2024
26172.0,16.5338731,73.9989707,2024
26098.0,16.5360627,74.0613847,2024
25766.0,16.5368785,74.0680152,2024
26462.0,16.5379429,74.0630649,2025
26293.0,16.5422921,74.0761192,2024
25760.0,16.5485171,73.8590141,2024
25872.0,16.5485171,73.8590141,2024
26218.0,16.55226785,74.08043713,2024
26220.0,16.55236232,74.08029741,2024
26213.0,16.55273347,74.08721021,2024
26211.0,16.55289113,74.08710946,2024
26212.0,16.55295177,74.08667042,2024
26335.0,16.55327188,74.07943491,2025
26216.0,16.55436819,74.07806044,2024
26215.0,16.55447409,74.07806891,2024
26224.0,16.55458126,74.07809297,2024
26221.0,16.55489612,74.07763724,2024
26210.0,16.55497588,74.0781472,2024
26217.0,16.55525692,74.07829178,2024
26214.0,16.55539732,74.07754362,2024
26219.0,16.55556207,74.07812339,2024
25802.0,16.55606856,74.05540189,2024
26227.0,16.55742163,74.08069823,2024
26228.0,16.56160307,74.07959551,2024
25965.0,16.566017,73.9463312,2024
26490.0,16.56609181,73.87551722,2025
25855.0,16.57231333,74.01712167,2024
25856.0,16.57252167,74.01681,2024
26538.0,16.57284833,74.01374833,2025
25853.0,16.57286667,74.013895,2024
26275.0,16.57322833,74.01332833,2024
25854.0,16.57340167,74.01346167,2024
43582.0,16.5760078,73.4163635,2024
26418.0,16.58204167,74.072385,2025
26481.0,16.582545,74.02019,2025
26524.0,16.58300861,74.08528613,2025
26523.0,16.5830135,74.08578371,2025
26479.0,16.58438,74.01826333,2025
26462.0,16.58449167,74.018325,2025
26454.0,16.59003833,74.06950167,2025
26453.0,16.59019167,74.06947,2025
25765.0,16.5905388,74.0547976,2024
25745.5,16.5959762,74.5842347,2024
25981.0,16.6041473,74.3926511,2024
25866.0,16.6079457,74.3068712,2024
48819.0,16.60863692,73.77430603,2024
48795.0,16.61078664,73.77596999,2024
48783.0,16.61081435,73.7758904,2024
48833.0,16.61084405,73.7758475,2024
48788.0,16.61437525,73.77490264,2024
25763.0,16.61743866,74.17944349,2024
26179.0,16.61768881,74.17962897,2024
26344.0,16.62211,74.07283667,2025
26146.5,16.6302369,74.1839817,2024
26032.5,16.6376647,74.0584692,2024
26448.0,16.6404267,74.1119329,2025
26222.0,16.6522335,74.263966,2024
26245.0,16.6522853,74.2507624,2024
26416.0,16.6602482,74.1421002,2025
26203.0,16.66100667,74.02546833,2024
25740.0,16.66100833,74.025515,2024
26202.0,16.661045,74.025655,2024
26200.0,16.66361833,74.02696,2024
26201.0,16.6637,74.02696,2024
26199.0,16.663815,74.02695833,2024
26180.5,16.6757967,74.067975,2024
43071.0,16.6771569,73.4981141,2024
25982.0,16.68831081,74.26488303,2024
43123.0,16.6970503,73.7347303,2024
25932.0,16.7066267,73.9945667,2024
43580.0,16.708535,73.72713167,2024
26049.0,16.71192673,74.01485259,2024
26105.0,16.71458,74.56662167,2024
43283.0,16.71706634,73.64755378,2024
43127.0,16.71710094,73.64752904,2024
43128.0,16.71720056,73.64729461,2024
25753.0,16.7183353,74.6504731,2024
25734.0,16.7198776,74.2500288,2024
26353.0,16.7208274,73.9012931,2025
26094.0,16.72143281,74.42736947,2024
25880.0,16.72386399,74.10999734,2024
25984.0,16.72408197,74.24795439,2024
45954.0,16.7293523,74.7450938,2025
25881.0,16.73615347,74.10525812,2024
25879.0,16.73646367,74.10529041,2024
25878.0,16.73652135,74.10532061,2024
45992.0,16.7424192,74.7601811,2025
26334.0,16.74503284,74.52574437,2025
25976.0,16.7466397,74.3365689,2024
26095.0,16.7624001,74.43406,2024
25735.0,16.7695714,74.0301958,2024
25964.0,16.7706373,74.447983,2024
26303.0,16.774571,74.0346023,2024
26017.0,16.77686292,74.37174875,2024
26190.0,16.7768831,74.020059,2024
26189.0,16.7768858,74.0200621,2024
26022.0,16.77693004,74.37194066,2024
26191.0,16.7770371,74.0386416,2024
26547.0,16.77744781,74.23381368,2025
26546.0,16.77745589,74.23382713,2025
26544.0,16.77747637,74.2338117,2025
26545.0,16.77747959,74.23380166,2025
26018.0,16.77761611,74.37183097,2024
25859.0,16.7845885,74.1663834,2024
26033.0,16.78491762,74.37211356,2024
26015.0,16.78493291,74.37210192,2024
26026.0,16.78580917,74.37722157,2024
25830.0,16.78759167,74.11850333,2024
25841.0,16.78765667,74.11835833,2024
25838.0,16.78782667,74.11833333,2024
25850.0,16.78789167,74.1183,2024
25833.0,16.787945,74.11824667,2024
25829.0,16.78824833,74.11847167,2024
26106.0,16.78825167,74.11846833,2024
25986.0,16.78838667,74.11837833,2024
26207.0,16.78844667,74.11834833,2024
25799.0,16.78861833,74.11799833,2024
25851.0,16.78864333,74.11785333,2024
25847.0,16.78866,74.11781,2024
26196.0,16.78866667,74.11780167,2024
25732.0,16.78867167,74.11779667,2024
25842.0,16.788675,74.11779,2024
26301.0,16.78868167,74.11778667,2024
25834.0,16.78868333,74.11778333,2024
25846.0,16.78868667,74.11777333,2024
25837.0,16.78868667,74.11777667,2024
25831.0,16.78868833,74.117775,2024
26107.0,16.78873833,74.11807333,2024
25835.0,16.78873833,74.118075,2024
25839.0,16.78874,74.11807167,2024
25840.0,16.78874167,74.1185,2024
25848.0,16.788745,74.11848,2024
26271.0,16.78874833,74.11831333,2024
25779.0,16.78875833,74.11840167,2024
25844.0,16.788765,74.11778333,2024
25845.0,16.788765,74.11859167,2024
25749.0,16.78877167,74.11826333,2024
25849.0,16.78877333,74.11825167,2024
25836.0,16.78878833,74.11796,2024
25843.0,16.78878833,74.11839,2024
25832.0,16.78880333,74.11841667,2024
25787.0,16.78883167,74.11850833,2024
26016.5,16.79173751,74.36319344,2024
26025.0,16.79173751,74.36319344,2024
26025.0,16.79227063,74.3633821,2024
45951.0,16.7933905,74.9046178,2025
26543.0,16.79843257,74.21437027,2025
26541.0,16.79867981,74.21420622,2025
26542.0,16.79871425,74.21420045,2025
43157.0,16.8073754,73.6780305,2024
43158.0,16.80742326,73.67806579,2024
25824.0,16.8079985,74.16083,2024
25813.0,16.8081442,74.1607751,2024
25825.0,16.8081446,74.1607834,2024
25823.0,16.8081498,74.160742,2024
46128.0,16.8082165,74.72076542,2025
26540.0,16.80825737,74.09512339,2025
25826.0,16.8084055,74.1610227,2024
25816.0,16.8085053,74.1610932,2024
26195.0,16.8086744,74.1611149,2024
43278.0,16.8099356,73.6783023,2024
25822.0,16.8105793,74.1645486,2024
25733.0,16.8137734,74.1720533,2024
25817.0,16.813797,74.1717952,2024
25755.0,16.8138267,74.1657492,2024
25819.0,16.8138539,74.1657527,2024
25748.0,16.8138654,74.1717996,2024
25814.0,16.8138976,74.1656373,2024
25815.0,16.8139371,74.1562044,2024
25786.0,16.8139379,74.1562143,2024
25820.0,16.8139654,74.1561887,2024
44690.0,16.814501,74.1597782,2025
44432.5,16.814501,74.1597782,2025
25776.0,16.8146442,74.1646699,2024
25827.0,16.8147122,74.1646725,2024
25821.0,16.8147328,74.1647461,2024
25818.0,16.8175581,74.1644031,2024
44123.0,16.824035,74.1307859,2025
25840.0,16.8252069,74.1274827,2024
26438.0,16.83204667,74.104305,2025
26164.0,16.84727667,74.20094667,2024
26166.0,16.84752,74.20121333,2024
26165.0,16.84816333,74.198675,2024
26159.0,16.84954833,74.20239167,2024
26163.0,16.850475,74.19929833,2024
43691.0,16.8545424,73.4427638,2025
43689.0,16.8545924,73.4428018,2025
43682.0,16.8545988,73.4428015,2025
43536.0,16.8546277,73.4427628,2025
43685.0,16.8548463,73.4429139,2025
43688.0,16.8549201,73.4430027,2025
43683.0,16.8549237,73.4428488,2025
43535.0,16.8549499,73.4428604,2025
43626.0,16.8553052,73.4430989,2025
43627.0,16.8554014,73.4430366,2025
43156.0,16.85555398,73.50967169,2024
43155.0,16.85555398,73.50969851,2024
43789.5,16.85565016,73.32388168,2024
43606.0,16.86532833,73.45555167,2025
43594.0,16.86551667,73.45509667,2025
43608.0,16.86556333,73.455585,2025
43865.0,16.8670844,73.452189,2025
43866.0,16.8670912,73.4521754,2025
43831.0,16.86720726,73.452374,2025
43851.0,16.8672099,73.452636,2025
43879.0,16.8672224,73.4522513,2025
43839.0,16.8672243,73.4525779,2025
43852.0,16.8672248,73.452559,2025
43867.0,16.8672283,73.4526093,2025
43878.0,16.8672287,73.452313,2025
43769.0,16.8672288,73.4523417,2025
43766.0,16.86723609,73.45234886,2025
43833.0,16.8672389,73.4524426,2025
43876.0,16.8672392,73.4522671,2025
43863.0,16.8672402,73.4523221,2025
43870.0,16.8672415,73.452438,2025
43861.0,16.8672435,73.4522674,2025
43859.0,16.8672441,73.4524481,2025
43875.0,16.867252,73.4522676,2025
43847.0,16.86725407,73.45228876,2025
43835.0,16.8672592,73.4524122,2025
43771.0,16.8672673,73.4526996,2025
43848.0,16.867277,73.4523778,2025
43872.0,16.8672774,73.4523644,2025
43767.0,16.8672869,73.4524822,2025
43856.0,16.8672888,73.4524828,2025
43854.0,16.8672945,73.4523202,2025
43873.0,16.867303,73.452246,2025
43837.0,16.8673057,73.4522561,2025
43830.0,16.86732,73.452311,2025
43850.0,16.86732331,73.45253753,2025
43857.0,16.86732343,73.4522694,2025
43868.0,16.86733949,73.45232623,2025
43860.0,16.86734812,73.45243653,2025
43871.0,16.8673759,73.45242153,2025
43853.0,16.86742561,73.4524129,2025
43836.0,16.86743139,73.45238121,2025
43834.0,16.8674343,73.4524971,2025
43768.0,16.8674568,73.4524484,2025
43832.0,16.8674646,73.4525081,2025
43706.0,16.86816116,73.30631271,2025
43717.0,16.8681771,73.306229,2025
43712.0,16.86820259,73.30629753,2025
43719.0,16.86822101,73.30629979,2025
43715.5,16.86823133,73.30623105,2025
43546.0,16.8682328,73.30627597,2025
43726.0,16.86824836,73.30632676,2025
43730.5,16.86828243,73.30641292,2025
43718.0,16.8682993,73.3063235,2025
43724.0,16.8683788,73.3062914,2025
43707.0,16.86839033,73.30647795,2025
43624.0,16.87037436,73.44497044,2025
43611.0,16.87041145,73.44493607,2025
43924.0,16.8727315,73.4252727,2025
43197.0,16.8749483,73.3935257,2024
43268.0,16.8756837,73.3894735,2024
43095.0,16.87698229,73.32344258,2024
43094.0,16.87699,73.32332126,2024
43087.0,16.87703468,73.32355093,2024
43085.0,16.87703572,73.32351054,2024
43713.0,16.87910577,73.32303494,2025
46121.0,16.88688901,74.57271372,2025
45814.0,16.88745253,74.70419006,2025
44520.0,16.890605,74.8151733,2024
44787.0,16.8906076,74.8152126,2024
44519.0,16.8906561,74.8151385,2024
44521.0,16.8906696,74.8149131,2024
44788.5,16.8906696,74.8149131,2024
44961.0,16.8932772,75.1715016,2025
44744.0,16.893591,73.9831865,2025
44181.0,16.893769,74.8695483,2024
44743.5,16.8945475,73.9817173,2025
44959.0,16.8962605,75.1729607,2025
44344.0,16.8969822,74.5430936,2024
44812.0,16.8975506,75.151437,2025
26156.0,16.9015633,73.9530652,2024
43284.0,16.90470871,73.4887942,2024
46426.0,16.9062373,74.71441805,2025
